Ciclo,X_max_Atual,Duration_max,Corrente_A_mean,Corrente_A_std,Corrente_A_max,Corrente_A_min,Corrente_A_median,Volt_A_mean,Volt_A_std,Volt_A_max,Volt_A_min,Fbk_Vel_mean,Fbk_Vel_std,Fbk_Vel_max,Fbk_Vel_min,Ciclo_Relativo,Distancia_Ref
727,175.0,0.299,1.5023333333333333,0.4410117623296212,1.99,0.44,1.65,13.312883333333332,0.31218951008305007,13.72,12.41,-0.22703333333333334,0.9299544205296622,0.0,-4.77,114.0,14.0
728,175.0,0.299,1.4992333333333332,0.44239077169438834,2.0,0.55,1.64,13.304833333333333,0.316322206702243,13.72,12.39,-0.2654333333333333,0.9659912235430295,-0.0,-4.77,115.0,14.0
729,175.0,0.299,1.5230333333333335,0.4485611932937403,2.03,0.53,1.67,13.320933333333334,0.3068159419901807,13.73,12.44,-0.24126666666666666,0.9466869012705756,-0.0,-4.77,116.0,14.0
730,175.0,0.299,1.5250166666666667,0.4541373517773603,2.03,0.52,1.68,13.3214,0.3136782269302125,13.72,12.38,-0.22054999999999997,0.9213207461911788,-0.0,-4.77,117.0,14.0
731,175.0,0.299,1.4866333333333335,0.45122648539740645,2.01,0.52,1.62,13.29635,0.32575866631777284,13.72,12.37,-0.2756166666666667,0.970171638458373,-0.0,-4.77,118.0,14.0
732,175.0,0.299,1.4845666666666666,0.4545574951711275,2.01,0.45,1.63,13.29855,0.33096267360363185,13.7,12.32,-0.26671666666666666,0.9664930942455114,-0.0,-4.77,119.0,14.0
733,175.0,0.299,1.48455,0.45316560174437404,2.01,0.47,1.62,13.2958,0.32607755358440066,13.69,12.35,-0.28065,0.9710511373518153,-0.0,-4.77,120.0,14.0
734,175.0,0.299,1.5192166666666667,0.4516989479969937,2.02,0.5,1.6749999999999998,13.318983333333334,0.31343559067969573,13.72,12.45,-0.20145000000000002,0.8907739300691383,0.0,-4.77,121.0,14.0
735,175.0,0.299,1.5479,0.45701753983795024,2.05,0.5,1.71,13.33425,0.3067462462677119,13.73,12.47,-0.16233333333333333,0.808718697761509,0.0,-4.77,122.0,14.0
736,175.0,0.299,1.5046333333333333,0.4582005876466714,2.04,0.51,1.645,13.304416666666667,0.32341870563426256,13.71,12.43,-0.2565,0.9601535857248571,-0.0,-4.77,123.0,14.0
737,175.0,0.299,1.4842499999999998,0.4524296540012587,2.0,0.49,1.63,13.2935,0.3316268645563759,13.73,12.33,-0.2654333333333333,0.9659912235430295,0.0,-4.77,124.0,14.0
738,175.0,0.299,1.4836333333333334,0.4532090720560207,2.0,0.5,1.63,13.291816666666668,0.32869174540093676,13.73,12.43,-0.26356666666666667,0.9650070863384171,0.0,-4.77,125.0,14.0
739,175.0,0.299,1.4924833333333334,0.45562630001387017,2.01,0.49,1.64,13.298566666666668,0.32797086308687334,13.72,12.35,-0.26411666666666667,0.9651054868372826,-0.0,-4.77,126.0,14.0
740,175.0,0.299,1.487,0.45830638358568915,2.01,0.5,1.63,13.29825,0.3316460251180928,13.74,12.45,-0.2625,0.9641606503064376,-0.0,-4.77,127.0,14.0
741,175.0,0.299,1.4704,0.4527532246939655,1.99,0.52,1.61,13.288366666666667,0.3340473693412748,13.75,12.36,-0.27498333333333336,0.9700124776173987,0.0,-4.77,128.0,14.0
742,175.0,0.299,1.5383499999999999,0.4725646054709419,2.07,0.31,1.69,13.328949999999999,0.32012319858212435,13.78,12.41,-0.21593333333333334,0.9145965998495272,0.0,-4.77,129.0,14.0
743,175.0,0.299,1.51115,0.43823234722034166,2.0,0.49,1.66,13.315216666666666,0.305067856469081,13.73,12.39,-0.23616666666666664,0.9410956773953659,0.0,-4.77,130.0,14.0
744,175.0,0.299,1.4930166666666667,0.44670718810954546,1.99,0.52,1.64,13.3039,0.32299897403662486,13.72,12.34,-0.24666666666666667,0.9520670187733365,0.0,-4.77,131.0,14.0
745,175.0,0.299,1.4834500000000002,0.45136217222705916,2.0,0.51,1.625,13.291783333333333,0.3285278333480507,13.71,12.3,-0.2679333333333333,0.9672433311521559,0.0,-4.77,132.0,14.0
746,175.0,0.299,1.47835,0.4522606294622634,2.0,0.49,1.62,13.293716666666667,0.3362337107369664,13.71,12.3,-0.26588333333333336,0.9662079569545884,0.0,-4.77,133.0,14.0
747,175.0,0.299,1.4792666666666665,0.4567155687516271,2.0,0.51,1.62,13.286299999999999,0.33579742382833677,13.74,12.32,-0.2654333333333333,0.9659912235430295,0.0,-4.77,134.0,14.0
748,175.0,0.299,1.4849166666666667,0.45522013210094964,2.01,0.52,1.63,13.292216666666667,0.3297096203912149,13.73,12.44,-0.26444999999999996,0.9654575139203739,-0.0,-4.77,135.0,14.0
749,175.0,0.299,1.4751666666666667,0.44507429053554115,1.99,0.47,1.61,13.288966666666667,0.32372044075378953,13.73,12.34,-0.2841666666666667,0.9713120253759631,0.0,-4.77,136.0,14.0
750,175.0,0.299,1.4868166666666667,0.4397567620156102,1.99,0.53,1.6150000000000002,13.293000000000001,0.3194773486396528,13.71,12.35,-0.26493333333333335,0.9655724791938287,-0.0,-4.77,137.0,14.0
751,175.0,0.299,1.4773333333333334,0.4533395528068564,2.0,0.46,1.6150000000000002,13.29,0.32921822712062293,13.71,12.37,-0.28328333333333333,0.9713967980633362,-0.0,-4.77,138.0,14.0
752,175.0,0.299,1.4915166666666666,0.45446572832200904,2.01,0.5,1.6349999999999998,13.297233333333333,0.3271504106792012,13.72,12.41,-0.25873333333333337,0.9619113878552943,-0.0,-4.77,139.0,14.0
753,175.0,0.299,1.5097,0.4440129380418787,2.01,0.31,1.66,13.312633333333332,0.3078549821571078,13.73,12.47,-0.23079999999999998,0.9349720037232364,-0.0,-4.77,140.0,14.0
754,175.0,0.299,1.5066666666666666,0.44613781930240826,2.01,0.53,1.66,13.307749999999999,0.3119267028431143,13.73,12.42,-0.24933333333333332,0.9544012215564285,-0.0,-4.77,141.0,14.0
755,175.0,0.299,1.5214,0.4582350258308102,2.04,0.31,1.66,13.315816666666667,0.3120421181957675,13.72,12.45,-0.22606666666666664,0.9289099265491918,-0.0,-4.77,142.0,14.0
756,175.0,0.299,1.5017833333333335,0.44829633323603807,2.01,0.5,1.65,13.302933333333334,0.3155466341966116,13.74,12.46,-0.24318333333333333,0.9487874872077655,-0.0,-4.77,143.0,14.0
757,175.0,0.299,1.51005,0.4426534396259542,2.01,0.41,1.66,13.318033333333332,0.30768476630242714,13.7,12.47,-0.22166666666666668,0.9229088923587637,0.0,-4.77,144.0,14.0
758,175.0,0.299,1.5442666666666667,0.45136461119878096,2.06,0.51,1.7,13.334866666666667,0.29444832356057943,13.71,12.54,-0.20668333333333333,0.8998192174518809,0.0,-4.77,145.0,14.0
759,175.0,0.299,1.5137166666666666,0.44887061361655517,2.01,0.51,1.665,13.31395,0.3095161243274666,13.71,12.5,-0.22005,0.9205363342844738,-0.0,-4.77,146.0,14.0
760,175.0,0.299,1.5088833333333334,0.4502919695248697,2.01,0.5,1.66,13.312100000000001,0.31174438932206733,13.73,12.38,-0.24488333333333334,0.9504231478603992,0.0,-4.77,147.0,14.0
761,175.0,0.299,1.4892833333333335,0.4508948473067398,2.0,0.35,1.63,13.302883333333332,0.3242819519535855,13.72,12.4,-0.26075,0.9633015384204497,-0.0,-4.77,148.0,14.0
762,175.0,0.299,1.4969333333333332,0.46397490961272825,2.03,0.47,1.64,13.301183333333334,0.3338555560059146,13.73,12.41,-0.2503333333333333,0.9553462022564553,0.0,-4.77,149.0,14.0
763,175.0,0.299,1.5029666666666666,0.4614195982309459,2.04,0.49,1.65,13.302333333333333,0.3324516441756326,13.72,12.35,-0.24278333333333332,0.9482996397412818,0.0,-4.77,150.0,14.0
764,175.0,0.299,1.4911833333333333,0.45162119365661085,2.01,0.45,1.625,13.300833333333333,0.3247420533658415,13.71,12.43,-0.26913333333333334,0.967637217761673,-0.0,-4.77,151.0,14.0
765,175.0,0.299,1.5851833333333334,0.48457850440746725,2.11,0.47,1.75,13.35465,0.3065477069904487,13.76,12.43,-0.09328333333333333,0.5941060424747959,-0.0,-4.76,152.0,14.0
766,175.0,0.299,1.4776500000000001,0.45570797714551425,2.0,0.49,1.62,13.29505,0.3381354118711452,13.73,12.31,-0.27344999999999997,0.9693220515215483,-0.0,-4.77,153.0,14.0
767,175.0,0.299,1.5000499999999999,0.45372378486798115,2.01,0.31,1.64,13.30325,0.32616188228510057,13.71,12.37,-0.2511,0.9561348124781993,0.0,-4.77,154.0,14.0
768,175.0,0.299,1.498,0.4471773839180742,2.0,0.51,1.66,13.301216666666665,0.31964612067042375,13.7,12.33,-0.24318333333333333,0.9487874872077655,-0.0,-4.77,155.0,14.0
769,176.0,0.299,0.30018333333333336,0.4618556601438379,1.59,-0.03,0.01,12.9381,0.20756893981186803,13.52,12.27,-0.5861666666666666,1.3368959533957383,0.21,-4.78,156.0,13.0
770,175.0,0.299,1.4738166666666666,0.4511283568780852,2.0,0.48,1.61,13.2854,0.331615421806596,13.73,12.35,-0.27935000000000004,0.9708092131725132,0.0,-4.77,157.0,14.0
771,175.0,0.299,1.5204333333333333,0.46433697562629855,2.04,0.49,1.67,13.313883333333333,0.32322728771164466,13.72,12.45,-0.22981666666666664,0.933630857111707,0.0,-4.77,158.0,14.0
772,175.0,0.299,1.5020833333333334,0.4361117771770702,1.99,0.54,1.645,13.304816666666667,0.30694460636165277,13.71,12.42,-0.24278333333333332,0.9482996397412818,0.0,-4.77,159.0,14.0
773,175.0,0.299,1.5395666666666667,0.46186181857201203,2.05,0.37,1.7,13.328266666666666,0.3105092949644543,13.7,12.46,-0.18731666666666666,0.8643578486597948,-0.0,-4.77,160.0,14.0
774,176.0,0.299,0.3154,0.4743031158899388,1.59,-0.03,0.02,12.941766666666668,0.20593581886445883,13.62,12.31,-0.6395166666666666,1.3941010709589783,0.21,-4.78,161.0,13.0
775,175.0,0.299,1.4864333333333333,0.4563694417184904,2.0,0.49,1.63,13.292316666666666,0.3289054033144465,13.72,12.33,-0.25558333333333333,0.9596524793855711,-0.0,-4.77,162.0,14.0
776,175.0,0.299,1.4655833333333335,0.45178443423153997,1.98,0.48,1.6,13.280133333333334,0.3334986523822726,13.73,12.35,-0.27954999999999997,0.9708861918349786,0.0,-4.77,163.0,14.0
777,175.0,0.299,1.5342833333333332,0.47146929049021735,2.08,0.48,1.69,13.321733333333333,0.31996712407636946,13.73,12.46,-0.20145000000000002,0.8907739300691383,-0.0,-4.77,164.0,14.0
778,175.0,0.299,1.50115,0.43954200343992184,2.0,0.34,1.64,13.307433333333334,0.30854293617149003,13.7,12.48,-0.24746666666666664,0.9529293640368254,0.0,-4.77,165.0,14.0
779,175.0,0.299,1.47105,0.4563659137637356,1.99,0.39,1.61,13.28515,0.33522570200607943,13.68,12.33,-0.2689333333333333,0.9677753755485236,0.0,-4.77,166.0,14.0
780,175.0,0.299,1.4752333333333334,0.4491590497535527,1.99,0.5,1.6150000000000002,13.28565,0.32959718041202435,13.71,12.41,-0.27026666666666666,0.9682839900383029,0.0,-4.77,167.0,14.0
781,175.0,0.299,1.49925,0.44433282224950893,2.0,0.32,1.65,13.307216666666667,0.3137522704314488,13.72,12.44,-0.24363333333333334,0.9492779782667767,0.0,-4.77,168.0,14.0
782,175.0,0.299,1.6034499999999998,0.4862612612478163,2.14,0.48,1.76,13.3641,0.3022158401265102,13.75,12.49,-0.09561666666666667,0.603200938335563,-0.0,-4.76,169.0,14.0
783,175.0,0.299,1.5010000000000001,0.45441848583339106,2.02,0.51,1.64,13.305083333333334,0.32524498493073395,13.71,12.43,-0.25873333333333337,0.9619113878552943,0.0,-4.77,170.0,14.0
784,175.0,0.299,1.4642,0.45950001135370777,2.0,0.48,1.605,13.27785,0.3424451176431994,13.72,12.32,-0.27425,0.9695673634601905,0.0,-4.77,171.0,14.0
785,175.0,0.299,1.4939,0.4429335241825136,1.99,0.51,1.64,13.302216666666666,0.31698746791249777,13.72,12.35,-0.23479999999999998,0.9397223473719513,-0.0,-4.77,172.0,14.0
786,175.0,0.299,1.4758333333333333,0.4515212338268822,2.0,0.48,1.62,13.2936,0.33115527026109925,13.75,12.3,-0.26913333333333334,0.967637217761673,0.0,-4.77,173.0,14.0
787,175.0,0.299,1.4965499999999998,0.43752521224753893,2.0,0.53,1.63,13.293333333333333,0.32009006801465345,13.72,12.31,-0.26444999999999996,0.9654575139203739,0.0,-4.77,174.0,14.0
788,175.0,0.299,1.5659166666666666,0.4690460176429032,2.08,0.47,1.73,13.341566666666665,0.302810781685083,13.74,12.49,-0.16793333333333332,0.8221416689122534,-0.0,-4.77,175.0,14.0
789,176.0,0.299,0.32058333333333333,0.47721104033462075,1.62,-0.03,0.02,12.947133333333335,0.21254350171770744,14.36,12.28,-0.56785,1.3213103265818695,0.21,-4.78,176.0,13.0
790,175.0,0.299,1.5898666666666665,0.4877849996655491,2.11,0.31,1.7650000000000001,13.3587,0.30406974092398475,13.77,12.39,-0.051583333333333335,0.4074707110408663,-0.0,-4.28,177.0,14.0
791,168.0,0.299,1.3853833333333334,0.615934909502182,1.99,-0.03,1.605,13.319933333333333,0.2643737594707791,13.66,12.57,-0.2889833333333333,0.971017812594693,-0.0,-4.77,178.0,21.0
792,168.0,0.299,1.3916333333333333,0.6115938826959775,1.99,-0.03,1.62,13.323833333333333,0.2610508599385954,13.65,12.68,-0.2887166666666667,0.971075262272301,-0.0,-4.77,179.0,21.0
793,168.0,0.299,1.4898333333333333,0.6054187465327698,2.09,-0.02,1.71,13.351383333333333,0.2622967512158426,13.66,12.66,-0.2689333333333333,0.9677753755485236,-0.0,-4.77,180.0,21.0
794,168.0,0.299,1.4393666666666667,0.615867751524493,2.04,-0.03,1.665,13.335650000000001,0.2607756072992055,13.68,12.68,-0.28546666666666665,0.9714525115478073,0.0,-4.77,181.0,21.0
795,168.0,0.299,1.3839666666666666,0.6299507881955039,2.0,-0.03,1.62,13.31985,0.26642468796502555,13.66,12.65,-0.2894666666666667,0.9709524344368196,-0.0,-4.77,182.0,21.0
796,168.0,0.299,1.4033,0.6176227595562432,2.01,-0.03,1.64,13.326733333333333,0.26361933568272006,13.67,12.67,-0.2885666666666667,0.9709100831375267,-0.0,-4.77,183.0,21.0
797,168.0,0.299,1.4094166666666665,0.6116325015212032,2.01,-0.02,1.6349999999999998,13.329649999999999,0.264389006474501,13.66,12.61,-0.2877166666666667,0.9710720474082506,0.0,-4.77,184.0,21.0
798,168.0,0.299,1.4353666666666667,0.598141974722918,2.02,-0.03,1.66,13.335783333333334,0.26083989112779676,13.69,12.66,-0.28168333333333334,0.971245349506044,-0.0,-4.77,185.0,21.0
799,168.0,0.299,1.4427333333333332,0.5887511432997672,2.0,-0.02,1.67,13.3385,0.259113842365681,13.66,12.61,-0.2769833333333333,0.9705698030675587,-0.0,-4.77,186.0,21.0
800,168.0,0.299,1.4141833333333333,0.6067805513126693,2.0,-0.03,1.6349999999999998,13.329516666666667,0.26305182028606555,13.67,12.66,-0.28673333333333334,0.9711174546573254,0.0,-4.77,187.0,21.0
801,168.0,0.299,1.4823833333333332,0.5754674253610205,2.03,-0.02,1.7,13.344466666666667,0.25776692676999574,13.66,12.61,-0.2587,0.9618325459302594,-0.0,-4.77,188.0,21.0
802,168.0,0.299,1.397,0.6142278021941965,2.0,-0.03,1.62,13.323983333333334,0.2634558432789403,13.64,12.61,-0.28856666666666664,0.9708442252691486,0.0,-4.77,189.0,21.0
803,168.0,0.299,1.4219666666666666,0.6035928590156171,2.01,-0.02,1.64,13.3341,0.26085295431133765,13.67,12.69,-0.2848833333333333,0.9713749371396508,-0.0,-4.77,190.0,21.0
804,168.0,0.299,1.43005,0.6142488640159681,2.03,-0.02,1.66,13.332266666666666,0.26554042080385876,13.68,12.57,-0.28604999999999997,0.9711748203693976,-0.0,-4.77,191.0,21.0
805,168.0,0.299,1.3954666666666666,0.6210619766606591,2.01,-0.02,1.63,13.3227,0.2641382055908473,13.65,12.58,-0.2890833333333333,0.97076205013666,0.0,-4.77,192.0,21.0
806,168.0,0.299,1.3992,0.609336671004669,1.98,-0.03,1.63,13.324366666666666,0.26320155265072426,13.66,12.6,-0.28823333333333334,0.9710322952505689,-0.0,-4.77,193.0,21.0
807,168.0,0.299,1.4144166666666667,0.6265060596622707,2.03,-0.03,1.64,13.327466666666668,0.266935084720331,13.65,12.59,-0.2884833333333333,0.9711744605254251,-0.0,-4.77,194.0,21.0
808,168.0,0.299,1.4191833333333332,0.6162925662927211,2.02,-0.02,1.65,13.330583333333333,0.2653988582847628,13.66,12.67,-0.28728333333333333,0.9710791819851925,0.0,-4.77,195.0,21.0
809,168.0,0.299,1.53425,0.585153351616635,2.1,-0.03,1.75,13.368416666666667,0.26068612381073364,13.67,12.67,-0.23958333333333334,0.9451090121234076,-0.0,-4.77,196.0,21.0
810,168.0,0.299,1.4173333333333333,0.6076421126925106,2.0,-0.03,1.64,13.330566666666668,0.26441104532597354,13.67,12.63,-0.28646666666666665,0.9712983835079881,0.0,-4.77,197.0,21.0
811,168.0,0.299,1.5330833333333334,0.591498190956995,2.11,-0.03,1.75,13.366266666666666,0.2639510924158774,13.67,12.6,-0.2452333333333333,0.9506521505829051,-0.0,-4.77,198.0,21.0
812,168.0,0.299,1.40905,0.6029481804825723,1.99,-0.02,1.64,13.33,0.2623993566505369,13.66,12.6,-0.28646666666666665,0.9712983835079881,-0.0,-4.77,199.0,21.0
813,168.0,0.299,1.4576500000000001,0.584492969063622,2.02,-0.02,1.6749999999999998,13.3473,0.26264808526713096,13.66,12.71,-0.27181666666666665,0.9687636647392838,0.0,-4.77,200.0,21.0
814,168.0,0.299,1.4324,0.5905066215690218,1.99,-0.02,1.65,13.335450000000002,0.2570913406341194,13.65,12.73,-0.2806166666666667,0.9710136794427755,0.0,-4.77,201.0,21.0
815,168.0,0.299,1.5191166666666667,0.5998450437541485,2.11,-0.03,1.745,13.36065,0.262012394729055,13.69,12.66,-0.25733333333333336,0.9608285702756687,-0.0,-4.77,202.0,21.0
816,168.0,0.299,1.4006666666666667,0.607850606224947,1.99,-0.03,1.63,13.319766666666666,0.26249403310917263,13.64,12.59,-0.2880833333333333,0.9712438850236751,-0.0,-4.77,203.0,21.0
817,168.0,0.299,1.3932833333333334,0.6237567692893445,2.01,-0.02,1.63,13.324433333333333,0.26659858131934644,13.65,12.67,-0.2891666666666667,0.9707052866230915,-0.0,-4.77,204.0,21.0
818,168.0,0.299,1.4509166666666666,0.6084321182019041,2.04,-0.02,1.67,13.3302,0.26167425492933544,13.67,12.58,-0.2814833333333333,0.9710290737970486,0.0,-4.77,205.0,21.0
819,168.0,0.299,1.3580666666666668,0.6350260038756043,1.99,-0.03,1.585,13.309183333333333,0.26897908711346336,13.65,12.58,-0.2887166666666667,0.971006492805621,0.12,-4.77,206.0,21.0
820,168.0,0.299,1.41085,0.6045653614736983,1.99,-0.03,1.64,13.322683333333332,0.26188599334712404,13.64,12.67,-0.2869,0.9713488496138125,0.0,-4.77,207.0,21.0
821,168.0,0.299,1.4004166666666666,0.6148075364700646,2.0,-0.03,1.64,13.325533333333333,0.2663380223057972,13.67,12.61,-0.28855,0.9709324971507403,0.0,-4.77,208.0,21.0
822,168.0,0.299,1.4176,0.6228371511570541,2.03,-0.02,1.64,13.330066666666667,0.2661893251370518,13.68,12.6,-0.28801666666666664,0.9709031815972256,-0.0,-4.77,209.0,21.0
823,168.0,0.299,1.4209666666666667,0.606341886254997,2.0,-0.04,1.64,13.331900000000001,0.2633412951467193,13.65,12.69,-0.286,0.971202720620624,-0.0,-4.77,210.0,21.0
824,168.0,0.299,1.3984166666666666,0.6180179906633202,2.0,-0.02,1.62,13.325216666666666,0.26493068307315926,13.66,12.6,-0.28886666666666666,0.9709065255511565,0.0,-4.77,211.0,21.0
825,168.0,0.299,1.3949333333333334,0.6222915234216411,2.0,-0.03,1.625,13.32395,0.26470299764378163,13.66,12.59,-0.2890333333333333,0.9707395588110248,-0.0,-4.77,212.0,21.0
826,168.0,0.299,1.4056666666666666,0.6224674007506081,2.01,-0.03,1.63,13.327,0.2670034045289504,13.68,12.58,-0.28873333333333334,0.9707705124635121,0.0,-4.77,213.0,21.0
827,168.0,0.299,1.4963,0.6031381290145051,2.08,-0.02,1.72,13.352683333333333,0.2643648634443086,13.68,12.6,-0.2683166666666667,0.967285066766534,-0.0,-4.77,214.0,21.0
828,168.0,0.299,1.4865,0.6048557686215162,2.09,-0.02,1.705,13.344533333333334,0.2648402338606091,13.66,12.58,-0.27181666666666665,0.9687636647392838,-0.0,-4.77,215.0,21.0
829,168.0,0.299,1.4235833333333332,0.6050604570205944,2.01,-0.03,1.65,13.333883333333333,0.2600605163723441,13.66,12.71,-0.28526666666666667,0.9712157478836086,-0.0,-4.77,216.0,21.0
830,168.0,0.299,1.4056166666666667,0.6195549749623156,2.01,-0.03,1.63,13.320300000000001,0.27057209531769777,13.65,12.55,-0.28886666666666666,0.9708485775288053,-0.0,-4.77,217.0,21.0
831,168.0,0.299,1.4232666666666667,0.6139235830556945,2.02,-0.02,1.64,13.332033333333333,0.2653114820855544,13.66,12.65,-0.28668333333333335,0.9711453917971831,0.0,-4.77,218.0,21.0
832,168.0,0.299,1.4520166666666667,0.6002551764460726,2.03,-0.03,1.68,13.339266666666667,0.2611982064652348,13.68,12.54,-0.27931666666666666,0.9707242359664818,-0.0,-4.77,219.0,21.0
833,168.0,0.299,1.4588833333333333,0.5899924334328944,2.03,-0.02,1.685,13.344899999999999,0.2586248273765664,13.67,12.68,-0.2730333333333333,0.9693860502467067,0.0,-4.77,220.0,21.0
834,168.0,0.299,1.4647333333333334,0.5749538086016993,2.01,-0.02,1.69,13.34265,0.2582782548497156,13.66,12.61,-0.26585,0.9660763168179457,-0.0,-4.77,221.0,21.0
835,168.0,0.299,1.4258166666666667,0.6184627393698595,2.03,-0.03,1.66,13.329783333333333,0.26604087900997186,13.67,12.7,-0.2872166666666667,0.9711187048727936,-0.0,-4.77,222.0,21.0
836,168.0,0.299,1.4344666666666666,0.5988130013394647,2.01,-0.03,1.66,13.335,0.2645599868544136,13.66,12.58,-0.28265,0.9714459959454241,-0.0,-4.77,223.0,21.0
837,168.0,0.299,1.4485666666666666,0.6018801473231951,2.03,-0.02,1.685,13.3391,0.2657810928480886,13.66,12.67,-0.28085,0.9711237028534211,-0.0,-4.77,224.0,21.0
838,168.0,0.299,1.4879,0.6056593890071285,2.08,-0.03,1.71,13.349566666666666,0.26731424778214496,13.67,12.53,-0.27221666666666666,0.9688066009817088,-0.0,-4.77,225.0,21.0
839,168.0,0.299,1.4479666666666666,0.6132998941429999,2.05,-0.03,1.67,13.3293,0.2618054241866581,13.65,12.69,-0.2836,0.9714596903027624,0.0,-4.77,226.0,21.0
840,168.0,0.299,1.46395,0.592969858358362,2.04,-0.02,1.69,13.341533333333333,0.2599010641779318,13.67,12.67,-0.27421666666666666,0.9694821017592888,-0.0,-4.77,227.0,21.0
841,168.0,0.299,1.4370166666666668,0.6165269192223201,2.04,-0.02,1.66,13.333366666666667,0.26616926133888985,13.68,12.61,-0.2858833333333333,0.9712361809849923,-0.0,-4.77,228.0,21.0
842,168.0,0.299,1.45965,0.5898422676171826,2.03,-0.03,1.68,13.344050000000001,0.2618887939577956,13.67,12.64,-0.2744,0.969718806806277,0.0,-4.77,229.0,21.0
843,168.0,0.299,1.4303,0.6126669933505766,2.03,-0.03,1.66,13.333333333333334,0.2675285182349775,13.66,12.6,-0.2858833333333333,0.9712361809849923,0.0,-4.77,230.0,21.0
844,168.0,0.299,1.3834666666666668,0.626061955007704,2.0,-0.02,1.62,13.319416666666665,0.2667910333601121,13.68,12.6,-0.28941666666666666,0.9707138104982551,0.0,-4.77,231.0,21.0
845,168.0,0.299,1.4383833333333333,0.6035434208270319,2.02,-0.03,1.66,13.3361,0.26507463906188455,13.68,12.64,-0.2830833333333333,0.9712407050954357,0.0,-4.77,232.0,21.0
846,168.0,0.299,1.4011333333333333,0.619334325896991,2.0,-0.03,1.63,13.3271,0.26607627535573697,13.67,12.61,-0.28881666666666667,0.9711096004824259,-0.0,-4.77,233.0,21.0
847,168.0,0.299,1.4699666666666666,0.607193933608178,2.06,-0.03,1.6949999999999998,13.344083333333334,0.2647602494806651,13.64,12.61,-0.27746666666666664,0.9704723643182211,-0.0,-4.77,234.0,21.0
848,168.0,0.299,1.4631,0.5935342125233608,2.03,-0.03,1.6749999999999998,13.34325,0.26054765264502433,13.66,12.62,-0.2744,0.969718806806277,-0.0,-4.77,235.0,21.0
849,168.0,0.299,1.45465,0.612178199339248,2.05,-0.03,1.67,13.340366666666666,0.2620814313974925,13.67,12.58,-0.2821166666666667,0.9712524071800169,-0.0,-4.77,236.0,21.0
850,168.0,0.299,1.4472166666666668,0.6172831472363335,2.05,-0.03,1.665,13.332783333333333,0.266170680405259,13.67,12.56,-0.28376666666666667,0.97117219788879,-0.0,-4.77,237.0,21.0
851,168.0,0.299,1.4527833333333333,0.59668093088156,2.03,-0.02,1.68,13.340566666666668,0.2624241915603167,13.66,12.58,-0.27791666666666665,0.970634867736747,0.0,-4.77,238.0,21.0
852,168.0,0.299,1.4525666666666666,0.5814213878699999,2.01,-0.02,1.68,13.34455,0.26002657659213735,13.65,12.64,-0.2727333333333333,0.96908138294306,-0.0,-4.77,239.0,21.0
853,168.0,0.299,1.4981333333333333,0.6052710996424059,2.09,-0.02,1.72,13.3523,0.26448244101011364,13.67,12.54,-0.2689333333333333,0.9677753755485236,0.0,-4.77,240.0,21.0
854,168.0,0.299,1.4569,0.6081072114638922,2.05,-0.02,1.68,13.33845,0.26602577636289776,13.66,12.59,-0.28126666666666666,0.9712943684275746,0.0,-4.77,241.0,21.0
855,168.0,0.299,1.4322833333333334,0.6196072478795986,2.03,-0.02,1.67,13.3302,0.26708835051026314,13.66,12.67,-0.2870333333333333,0.9713836398913854,-0.0,-4.77,242.0,21.0
856,168.0,0.299,1.4218333333333333,0.5960736631564401,1.99,-0.02,1.65,13.332833333333333,0.2632986565222737,13.65,12.59,-0.28458333333333335,0.9714707503334712,0.0,-4.77,243.0,21.0
857,168.0,0.299,1.4215166666666665,0.616224868211726,2.02,-0.02,1.645,13.330533333333333,0.2666424808175092,13.66,12.68,-0.28748333333333337,0.97128135926396,0.0,-4.77,244.0,21.0
858,168.0,0.299,1.4152666666666667,0.6192808545807842,2.02,-0.03,1.64,13.325366666666667,0.26713129875308783,13.65,12.65,-0.28823333333333334,0.9709379037355617,0.0,-4.77,245.0,21.0
859,168.0,0.299,1.4905833333333334,0.5966479763940489,2.07,-0.03,1.7149999999999999,13.3511,0.26490957918109304,13.67,12.61,-0.2672333333333333,0.9667756223976306,0.0,-4.77,246.0,21.0
860,168.0,0.299,1.4007166666666666,0.6216180510500052,2.0,-0.03,1.63,13.321483333333333,0.26986356484021834,13.65,12.58,-0.2891166666666667,0.9706962131820811,-0.0,-4.77,247.0,21.0
861,168.0,0.299,1.7946666666666666,0.4592291089566058,2.26,0.67,1.98,13.4666,0.2232498768477217,13.74,12.68,0.0,0.0,0.0,0.0,248.0,21.0
862,168.0,0.299,1.50205,0.6027900883815908,2.09,-0.03,1.725,13.357716666666667,0.2640349923479732,13.67,12.58,-0.2651833333333334,0.965621738549221,-0.0,-4.77,249.0,21.0
863,168.0,0.299,1.7491166666666667,0.4798755261418021,2.43,0.71,1.81,13.460016666666666,0.21427557745586717,13.8,12.86,-0.008550000000000004,1.432915026541635,4.77,-4.77,250.0,21.0
864,168.0,0.299,1.7550333333333332,0.45752874570252827,2.23,0.64,1.935,13.445283333333334,0.23364482209908405,13.71,12.67,0.0,0.0,0.0,0.0,251.0,21.0
865,168.0,0.299,1.7725166666666667,0.4508365435912266,2.23,0.69,1.96,13.4562,0.2179289985615052,13.72,12.71,0.0,0.0,0.0,0.0,252.0,21.0
